,player,pos,team,season,games_played,corsi_for,corsi_ag,corsi_for%,corsi_for%_rel,corsi/60,corsi_rel/60,fen_for,fen_ag,fen_for%,fen_for%_rel,team_onice_sh%,team_onice_sv%,pdo,off_zs%,def_zs%,toi/game,faceoffs_won,faceoffs_lost,faceoff%,hits,blocks,takeaways,giveaways
4210,Zach Hamill,C,BOS,2011-12,16,144,138,51.1,-1.1,2.0,-1.0,116,111,51.1,-1.9,8.2,95.0,103.2,56.9,43.1,11.0,15,16,48.4,13,4,6,2
4211,Jaromir Jagr,RW,TOT,2012-13,45,902,625,59.1,13.4,0.0,0.0,641,490,56.7,11.5,11.6,90.0,101.6,62.7,37.3,,0,1,0.0,13,10,19,28
4212,Phil Kessel,RW,TOR,2009-10,70,1687,1094,60.7,9.9,26.0,25.0,1246,803,60.8,10.5,8.5,89.6,98.1,66.4,33.6,19.5,59,63,48.4,13,13,30,46
4213,Drayson Bowman,C,CAR,2009-10,9,113,99,53.3,8.7,7.8,14.6,78,74,51.3,7.3,6.8,93.5,100.3,66.1,33.9,12.0,0,0,,13,0,0,0
4214,Ryan Stoa,C,COL,2009-10,12,121,125,49.2,2.0,-1.8,2.0,98,98,50.0,1.6,4.0,93.0,97.0,67.2,32.8,11.1,0,0,,13,2,4,0
4215,Thomas Vanek,LW,BUF,2012-13,38,737,651,53.1,7.5,7.4,11.5,553,500,52.5,7.8,12.8,90.4,103.2,58.2,41.8,18.4,8,4,66.7,13,4,34,30
4216,Rick Rypien,C,VAN,2010-11,9,20,57,26.0,-27.2,-48.2,-49.0,17,43,28.3,-31.9,10.0,82.4,92.4,46.7,53.3,5.1,9,5,64.3,13,3,2,1
4217,Radim Vrbata,RW,PHX,2007-08,76,1326,1173,53.1,3.5,6.6,7.1,1033,909,53.2,3.7,10.3,91.4,101.7,59.7,40.3,18.2,7,12,36.8,13,19,24,19
4218,Artem Anisimov,C,CBJ,2012-13,35,476,491,49.2,-1.0,-1.6,-1.8,349,359,49.3,-0.4,8.6,89.4,98.0,47.2,52.8,16.4,249,260,48.9,13,24,17,5
4219,Nick Spaling,C,NSH,2009-10,28,201,277,42.1,-13.3,-14.7,-20.4,151,199,43.1,-10.5,6.0,93.1,99.1,40.1,59.9,11.1,39,56,41.1,13,9,11,5
4220,Brad Richardson,RW,COL,2007-08,22,187,274,40.6,-14.7,-17.6,-23.0,152,210,42.0,-13.9,8.2,88.9,97.1,34.0,66.0,13.5,26,34,43.3,13,3,5,2
4221,Daniel Sedin,LW,VAN,2010-11,82,1917,1041,64.8,17.6,34.5,37.6,1414,830,63.0,15.9,12.8,92.9,105.7,80.7,19.3,18.6,4,13,23.5,13,12,36,48
4222,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4223,Nick Cousins,C,PHI,2014-15,11,82,91,47.4,1.4,-5.6,2.1,65,67,49.2,3.8,6.7,96.0,102.7,56.5,43.5,8.8,23,29,44.2,13,5,5,2
4224,Jeff Hoggan,RW,PHX,2008-09,4,47,42,52.8,11.8,6.3,17.5,36,29,55.4,15.0,3.1,90.9,94.0,34.2,65.8,12.0,0,2,0.0,13,4,1,0
4225,Derek Roy,C,STL,2013-14,75,1053,760,58.1,5.6,17.2,14.6,795,557,58.8,6.3,8.9,92.3,101.3,70.7,29.3,13.6,219,247,47.0,13,30,22,20
4226,Daniel Sedin,LW,VAN,2008-09,82,1736,1056,62.2,17.7,26.8,32.4,1321,852,60.8,16.2,11.1,93.2,104.3,65.7,34.3,18.6,14,19,42.4,13,15,35,42
4227,Jean-Francois Jacques,LW,EDM,2008-09,7,34,56,37.8,-21.3,-25.6,-31.4,30,42,41.7,-16.6,15.0,90.9,105.9,47.8,52.2,7.4,0,0,,13,2,0,0
4228,Krys Kolanos,C,CGY,2011-12,13,122,98,55.5,15.3,11.2,22.7,91,75,54.8,14.0,4.3,94.7,99.0,62.2,37.8,9.9,17,13,56.7,13,0,5,6
4229,Markus Naslund,LW,VAN,2007-08,82,1447,967,59.9,13.0,20.2,23.2,1130,762,59.7,11.7,10.3,89.8,100.1,67.9,32.1,17.3,0,1,0.0,13,24,40,39
4230,Anton Slepyshev,RW,EDM,2015-16,11,68,74,47.9,-0.9,-3.8,-2.6,44,66,40.0,-8.5,6.5,84.4,90.9,54.2,45.8,8.7,1,0,100.0,13,1,2,2
4231,Garth Murray,C,PHX,2008-09,10,66,106,38.4,-12.6,-25.7,-26.9,46,71,39.3,-14.3,0.0,88.1,88.1,36.0,64.0,9.3,36,44,45.0,13,12,0,0
4232,Jerome Samson,RW,CAR,2010-11,23,164,149,52.4,2.2,5.7,5.4,115,110,51.1,2.0,3.8,95.7,99.4,51.5,48.5,6.9,2,1,66.7,13,3,9,1
4233,Bryan Lerg,C,SJS,2015-16,6,23,63,26.7,-27.4,-45.1,-51.7,19,46,29.2,-29.4,5.9,96.9,102.8,32.0,68.0,8.9,17,16,51.5,13,3,0,0
4234,Evgeni Dadonov,RW,FLA,2011-12,15,146,122,54.5,4.7,9.6,9.8,109,98,52.7,0.5,5.0,90.1,95.1,70.0,30.0,10.0,0,6,0.0,13,1,6,1
4235,Matt Fraser,LW,DAL,2012-13,12,122,111,52.4,13.5,4.7,11.6,79,84,48.5,7.6,7.4,93.0,100.4,55.7,44.3,11.8,0,0,,13,8,3,2
4236,Mike Rupp,LW,MIN,2013-14,13,56,61,47.9,-0.9,-3.7,-2.6,39,46,45.9,-0.5,3.6,100.0,103.6,41.2,58.8,6.2,0,3,0.0,13,0,0,2
4237,Chris Kelly,C,BOS,2015-16,11,87,156,35.8,-18.9,-28.8,-34.5,66,112,37.1,-16.9,15.7,91.8,107.5,37.5,62.5,13.1,22,30,42.3,13,13,2,2
4238,Ilya Kovalchuk,LW,NJD,2012-13,37,884,622,58.7,6.2,17.2,14.9,651,457,58.8,5.3,10.6,89.0,99.6,62.8,37.2,24.7,7,15,31.8,13,12,10,41
4239,Linus Omark,LW,EDM,2010-11,51,801,603,57.1,14.3,15.2,23.3,577,457,55.8,14.0,7.1,89.3,96.3,62.8,37.2,15.4,3,5,37.5,13,19,33,35
4240,Andreas Nodl,RW,CAR,2012-13,8,55,56,49.5,-2.3,-0.9,-2.5,38,38,50.0,-4.3,3.7,90.0,93.7,61.1,38.9,8.5,1,2,33.3,13,3,3,0
4241,Jon Matsumoto,C,CAR,2010-11,13,86,92,48.3,-3.3,-3.9,-5.9,62,63,49.6,-2.2,4.1,87.0,91.0,39.6,60.4,7.1,30,53,36.1,13,4,4,3
4242,Kevyn Adams,C,CHI,2007-08,27,148,259,36.4,-19.4,-23.3,-29.7,119,201,37.2,-18.0,5.3,83.7,89.0,25.2,74.8,10.6,103,104,49.8,13,11,9,3
4243,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4244,Jacob Josefson,C,NJD,2012-13,22,181,222,44.9,-13.0,-8.6,-16.1,134,158,45.9,-12.9,4.2,83.8,88.1,35.1,64.9,13.0,114,122,48.3,12,7,10,5
4245,Dustin Boyd,C,MTL,2010-11,10,71,113,38.6,-18.0,-25.6,-31.4,49,80,38.0,-18.4,3.0,85.5,88.5,46.4,53.6,9.8,23,32,41.8,12,6,0,2
4246,Blair Jones,C,TBL,2010-11,18,125,103,54.8,1.7,9.2,5.9,86,76,53.1,-1.8,5.9,90.3,96.2,65.7,34.3,8.0,46,40,53.5,12,6,5,5
4247,Raymond Sawada,RW,DAL,2008-09,5,34,32,51.5,-4.8,2.8,-10.8,25,25,50.0,-6.3,5.6,90.0,95.6,54.5,45.5,8.7,0,0,,12,1,1,0
4248,Steve MacIntyre,LW,TOT,2009-10,22,32,62,34.0,-12.1,0.0,0.0,24,50,32.4,-14.1,6.3,90.5,96.7,44.0,56.0,,0,0,,12,3,1,3
4249,Drew Shore,C,CGY,2014-15,11,84,140,37.5,-6.0,-28.6,-15.3,62,98,38.8,-8.2,8.3,88.6,96.9,36.9,63.1,10.7,33,32,50.8,12,4,1,1
4250,Jeremy Colliton,C,NYI,2007-08,16,97,139,41.1,-9.4,-18.0,-18.6,75,100,42.9,-4.2,1.8,88.7,90.5,35.1,64.9,8.8,54,50,51.9,12,2,6,1
4251,Jack Skille,RW,CHI,2009-10,6,45,24,65.2,1.5,27.4,4.9,34,13,72.3,7.5,7.4,58.3,65.7,68.0,32.0,7.7,0,0,,12,1,2,0
4252,Rich Peverley,C,NSH,2007-08,33,304,278,52.2,-1.3,4.6,0.6,230,234,49.6,-3.9,7.6,94.9,102.6,53.0,47.0,10.3,61,71,46.2,12,5,10,6
4253,Patrice Cormier,C,WPG,2011-12,9,52,37,58.4,6.3,15.7,13.5,41,26,61.2,6.0,7.1,95.0,102.1,41.7,58.3,6.4,22,8,73.3,12,0,0,1
4254,Marco Sturm,LW,BOS,2008-09,19,298,230,56.4,5.3,14.1,13.1,235,181,56.5,7.6,10.9,94.4,105.4,58.8,41.2,15.2,2,1,66.7,12,3,5,3
4255,Devin Setoguchi,RW,CGY,2014-15,12,133,143,48.2,5.9,-4.1,13.6,92,94,49.5,5.9,7.1,86.4,93.5,55.5,44.5,12.1,1,1,50.0,12,5,0,1
4256,Aaron Gagnon,C,DAL,2010-11,19,129,136,48.7,-0.9,-2.7,-2.4,83,101,45.1,-5.5,6.0,89.0,95.0,47.6,52.4,8.1,30,25,54.5,12,5,4,0
4257,Loui Eriksson,RW,BOS,2013-14,61,1045,724,59.1,5.3,19.1,14.8,785,566,58.1,4.5,9.8,92.4,102.2,60.8,39.2,16.5,0,0,,12,13,31,17
4258,Pierre-Marc Bouchard,C,MIN,2012-13,43,568,465,55.0,2.0,10.3,7.4,430,346,55.4,1.6,9.4,91.2,100.7,57.9,42.1,13.9,1,6,14.3,12,6,10,15
4259,Paul Carey,C,COL,2014-15,10,62,63,49.6,2.7,-0.8,6.3,49,51,49.0,1.4,8.1,97.6,105.7,52.3,47.7,7.9,0,3,0.0,12,2,3,0
4260,Peter Regin,C,OTT,2012-13,27,282,268,51.3,-0.2,2.7,1.2,203,211,49.0,-1.4,5.9,91.3,97.2,43.0,57.0,11.5,92,118,43.8,12,8,10,4
4261,Phil Kessel,RW,TOR,2011-12,82,1853,1472,55.7,9.0,13.9,17.7,1329,1134,54.0,7.0,11.0,89.5,100.5,65.6,34.4,20.1,9,19,32.1,12,21,39,82
4262,Chris VandeVelde,C,EDM,2012-13,11,44,87,33.6,-17.5,-33.3,-34.5,32,58,35.6,-15.8,4.5,82.1,86.6,51.5,48.5,7.0,21,23,47.7,12,3,2,2
4263,Evgeni Malkin,C,PIT,2012-13,31,763,413,64.9,21.7,34.4,41.3,579,305,65.5,20.1,11.7,90.8,102.5,73.7,26.3,19.7,195,218,47.2,12,11,23,21
4264,Brandon Sutter,C,VAN,2015-16,20,323,276,53.9,1.2,7.8,4.7,250,203,55.2,1.7,8.8,92.9,101.7,51.6,48.4,18.0,146,132,52.5,12,10,4,5
4265,Mike Sislo,RW,NJD,2014-15,10,77,114,40.3,-5.6,-18.2,-9.5,54,87,38.3,-6.1,2.8,95.0,97.8,32.3,67.7,12.2,0,0,,12,2,2,0
4266,Sergei Samsonov,LW,TOT,2007-08,61,979,752,56.6,2.6,0.0,0.0,737,572,56.3,2.3,10.1,91.8,101.9,59.2,40.8,,0,3,0.0,12,17,29,25
4267,Eric Tangradi,LW,MTL,2014-15,7,41,57,41.8,-11.3,-17.8,-25.0,28,34,45.2,-6.6,0.0,88.9,88.9,39.5,60.5,7.7,1,0,100.0,12,4,0,2
4268,Jon Kalinski,C,PHI,2008-09,12,49,79,38.3,-13.0,-19.7,-20.6,41,52,44.1,-8.8,10.7,84.8,95.6,67.5,32.5,7.6,21,25,45.7,12,7,1,1
4269,Niclas Bergfors,RW,TOT,2010-11,72,1162,906,56.2,8.4,0.0,0.0,864,690,55.6,6.9,7.7,91.1,98.8,52.7,47.3,,4,5,44.4,12,13,48,14
4270,Aaron Voros,LW,ANA,2010-11,12,53,61,46.5,-0.7,-7.2,-4.9,45,46,49.5,-0.1,3.3,83.3,86.7,63.4,36.6,5.5,2,1,66.7,12,1,1,0
4271,Mikael Backlund,C,CGY,2009-10,23,312,208,60.0,7.2,22.4,19.5,233,159,59.4,6.6,8.9,92.7,101.6,65.0,35.0,12.1,100,86,53.8,12,4,10,13
4272,Jesse Joensuu,RW,NYI,2012-13,7,72,73,49.7,-2.8,-0.8,-3.8,59,46,56.2,3.0,4.3,100.0,104.3,45.7,54.3,10.1,0,0,,12,0,5,3
4273,Connor McDavid,C,EDM,2015-16,45,961,693,58.1,12.7,18.9,24.2,720,527,57.7,12.9,11.0,87.9,98.9,60.7,39.3,18.9,249,355,41.2,12,10,33,17
4274,Brayden Schenn,C,LAK,2010-11,8,58,87,40.0,-9.1,-19.3,-18.6,48,68,41.4,-5.6,10.8,91.8,102.6,65.9,34.1,11.2,17,34,33.3,12,1,0,2
4275,Marian Hossa,RW,CHI,2012-13,40,744,481,60.7,8.1,21.9,19.3,561,355,61.2,7.1,10.4,93.3,103.7,60.2,39.8,18.0,1,2,33.3,12,13,48,14
4276,Marek Svatos,RW,TOT,2010-11,28,315,303,51.0,4.1,0.0,0.0,240,220,52.2,4.6,6.4,93.0,99.4,67.2,32.8,,0,0,,12,10,9,5
4277,Erik Condra,RW,OTT,2012-13,48,585,616,48.7,-5.0,-2.9,-7.2,432,458,48.5,-3.4,5.9,92.4,98.4,38.3,61.7,13.2,8,13,38.1,12,32,27,14
4278,Brendan Shinnimin,C,ARI,2014-15,12,115,116,49.8,-0.9,-0.5,-2.0,79,80,49.7,0.1,1.8,96.6,98.3,60.7,39.3,11.0,42,59,41.6,12,4,4,4
4279,Pascal Pelletier,LW,BOS,2007-08,6,57,33,63.3,15.0,21.7,23.9,42,24,63.6,16.1,0.0,88.2,88.2,54.2,45.8,11.1,1,0,100.0,12,2,0,0
4280,Pierre-Luc Letourneau-Leblond,RW,NJD,2008-09,8,19,13,59.4,2.4,9.3,2.9,16,10,61.5,6.3,23.1,100.0,123.1,68.8,31.3,4.8,0,0,,12,1,0,0
4281,Sven Baertschi,LW,CGY,2012-13,20,242,234,50.8,3.6,1.8,5.4,194,176,52.4,4.8,9.5,91.9,101.4,53.1,46.9,13.4,1,0,100.0,12,5,12,5
4282,Brandon Segal,RW,TBL,2011-12,10,47,57,45.2,-0.9,-9.1,-3.0,40,38,51.3,4.8,0.0,90.9,90.9,33.3,66.7,6.6,1,3,25.0,12,5,0,0
4283,Steve Sullivan,C,TOT,2012-13,42,677,425,61.4,11.5,0.0,0.0,466,330,58.5,6.8,8.9,87.9,96.8,73.0,27.0,,3,3,50.0,12,3,15,15
4284,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4285,Kyle Wanvig,RW,TBL,2007-08,7,63,67,48.5,-7.5,-3.4,-7.1,45,53,45.9,-11.4,8.1,88.6,96.7,46.5,53.5,10.1,1,0,100.0,12,3,1,1
4286,Brad Richards,C,TOT,2007-08,74,1715,1300,56.9,8.8,0.0,0.0,1278,1015,55.7,6.6,10.1,85.5,95.6,58.0,42.0,,514,539,48.8,12,22,47,46
4287,Marcus Kruger,C,CHI,2012-13,47,537,639,45.7,-11.8,-9.2,-17.0,397,442,47.3,-11.2,7.4,92.0,99.3,31.3,68.7,14.2,228,265,46.2,12,29,24,6
4288,Jeremy Morin,LW,CHI,2010-11,9,96,89,51.9,-3.6,3.9,-3.4,69,70,49.6,-4.5,16.7,92.2,108.8,77.8,22.2,12.1,0,0,,12,2,3,3
4289,Mark Letestu,C,PIT,2009-10,10,110,80,57.9,10.4,18.7,23.4,72,58,55.4,5.9,5.9,86.8,92.7,58.3,41.7,9.6,41,33,55.4,12,1,1,2
4290,Mike Santorelli,C,TOT,2012-13,34,365,344,51.5,0.5,0.0,0.0,264,261,50.3,-0.9,4.6,90.6,95.2,52.3,47.7,,56,38,59.6,12,3,6,3
4291,Jared Staal,RW,CAR,2012-13,2,29,15,65.9,24.9,31.4,42.6,20,10,66.7,28.6,0.0,75.0,75.0,18.8,81.3,13.4,0,0,,12,1,2,0
4292,Derek MacKenzie,C,CBJ,2007-08,17,110,96,53.4,-5.5,6.4,-2.5,89,68,56.7,-2.1,3.2,90.4,93.6,54.7,45.3,7.8,25,48,34.2,12,4,7,2
4293,Drew Miller,LW,ANA,2007-08,26,206,230,47.2,-8.1,-4.9,-10.4,158,173,47.7,-7.7,5.2,92.0,97.2,53.1,46.9,11.2,3,6,33.3,12,11,6,4
4294,Daniel Bang,RW,NSH,2012-13,8,76,86,46.9,-3.0,-5.8,-5.7,56,69,44.8,-4.5,7.5,87.0,94.5,66.1,33.9,12.9,0,0,,12,0,3,0
4295,Mason Raymond,LW,CGY,2015-16,29,355,337,51.3,-0.2,3.0,1.1,255,239,51.6,-1.3,5.9,92.3,98.2,57.1,42.9,12.3,3,4,42.9,12,7,8,11
4296,Mika Pyorala,C,PHI,2009-10,36,403,394,50.6,-3.9,1.1,-4.6,286,289,49.7,-6.2,5.9,89.9,95.8,45.9,54.1,13.6,95,112,45.9,12,14,17,9
4297,Brendan Leipsic,LW,TOR,2015-16,6,106,68,60.9,4.0,26.7,16.0,80,52,60.6,7.8,7.3,91.2,98.4,58.0,42.0,14.2,2,1,66.7,12,6,3,1
4298,Kyle Baun,RW,CHI,2014-15,3,29,26,52.7,-0.5,4.8,2.3,19,17,52.8,5.6,0.0,92.3,92.3,71.4,28.6,12.5,0,0,,12,0,1,0
4299,Jon Rheault,RW,FLA,2012-13,5,50,42,54.3,0.6,9.1,4.1,41,30,57.7,2.1,6.3,91.3,97.6,40.0,60.0,10.6,0,1,0.0,12,4,0,2
4300,Ilya Zubov,C,OTT,2008-09,10,93,74,55.7,2.8,11.1,8.0,64,60,51.6,-3.3,6.7,93.3,100.0,56.6,43.4,10.3,0,1,0.0,11,2,6,4
4301,Martin Havlat,RW,NJD,2014-15,40,450,477,48.5,6.3,-2.7,12.5,347,364,48.8,6.5,8.1,91.8,99.9,46.0,54.0,14.8,0,0,,11,11,20,12
4302,Patrick Kane,RW,CHI,2012-13,47,883,712,55.4,0.3,10.9,5.5,660,517,56.1,-0.5,13.2,90.7,103.9,63.0,37.0,20.1,2,8,20.0,11,9,36,25
4303,Ben Maxwell,C,TOT,2011-12,15,76,91,45.5,-5.8,0.0,0.0,55,74,42.6,-8.3,13.3,93.2,106.5,64.9,35.1,,26,33,44.1,11,6,0,1
4304,Nick Bonino,C,ANA,2012-13,27,356,423,45.7,-2.5,-9.4,-7.6,264,293,47.4,-2.7,10.9,91.7,102.6,57.2,42.8,15.9,138,157,46.8,11,49,16,8
4305,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4306,Patrick Kaleta,RW,BUF,2013-14,5,13,36,26.5,-19.9,-33.1,-28.0,8,31,20.5,-26.1,0.0,96.2,96.2,25.0,75.0,8.3,1,0,100.0,11,1,0,2
4307,Joel Perrault,C,VAN,2010-11,7,30,45,40.0,-9.0,-17.9,-16.3,25,32,43.9,-1.5,15.8,82.6,98.4,37.5,62.5,7.2,13,18,41.9,11,2,1,2
4308,Travis Zajac,C,NJD,2011-12,15,198,213,48.2,-4.5,-3.5,-6.1,143,172,45.4,-7.3,8.2,90.8,99.0,53.1,46.9,17.4,118,86,57.8,11,3,12,6
4309,Jason Zucker,LW,MIN,2012-13,20,189,218,46.4,-7.7,-7.7,-11.1,147,160,47.9,-7.3,8.8,94.7,103.5,43.8,56.2,11.2,0,1,0.0,11,5,4,7
4310,Rostislav Olesz,LW,NJD,2013-14,10,80,72,52.6,2.2,4.2,4.0,62,59,51.2,0.4,6.4,95.8,102.2,57.7,42.3,11.4,1,2,33.3,11,1,3,0
4311,Garrett Wilson,LW,FLA,2013-14,3,18,20,47.4,,-3.9,-3.9,15,16,48.4,,0.0,92.3,92.3,35.7,64.3,10.3,0,0,,11,2,0,0
4312,Daniel Sedin,LW,VAN,2007-08,82,1693,1008,62.7,18.2,26.4,31.7,1320,766,63.3,18.1,10.1,91.1,101.3,66.1,33.9,19.0,17,21,44.7,11,14,24,38
4313,Steven Goertzen,RW,CAR,2009-10,6,35,43,44.9,-12.5,-10.3,-18.9,26,32,44.8,-10.9,0.0,90.9,90.9,23.1,76.9,7.7,0,0,,11,0,3,1
4314,Chris Mueller,C,DAL,2013-14,9,77,81,48.7,0.7,-2.9,-1.3,53,55,49.1,3.0,0.0,92.5,92.5,55.3,44.7,9.2,29,25,53.7,11,4,1,1
4315,Patrick Brown,C,CAR,2014-15,7,43,54,44.3,-4.6,-10.6,-8.3,29,37,43.9,-4.5,6.3,80.8,87.0,50.0,50.0,8.9,0,2,0.0,11,2,1,0
4316,Maksim Mayorov,LW,CBJ,2011-12,10,67,83,44.7,-9.0,-9.0,-12.2,52,60,46.4,-9.0,4.9,86.5,91.4,20.3,79.7,10.7,0,0,,11,3,2,0
4317,Teuvo Teravainen,LW,CHI,2014-15,34,457,350,56.6,3.9,14.8,9.3,346,260,57.1,6.2,5.7,95.0,100.8,64.5,35.5,12.8,29,33,46.8,11,14,11,15
4318,Kerby Rychel,LW,CBJ,2014-15,5,37,50,42.5,5.4,-14.6,13.0,30,33,47.6,9.5,13.6,100.0,113.6,54.5,45.5,10.7,0,0,,11,3,2,1
4319,Buddy Robinson,RW,OTT,2015-16,3,23,30,43.4,-7.7,-16.3,-17.8,19,22,46.3,-6.4,20.0,94.4,114.4,56.3,43.8,8.6,0,1,0.0,11,1,0,1
4320,Mark Parrish,RW,TBL,2009-10,16,167,222,42.9,-9.4,-13.6,-16.1,124,158,44.0,-8.6,4.7,89.0,93.7,28.7,71.3,15.2,4,6,40.0,11,13,1,7
4321,Matt Foy,RW,MIN,2007-08,28,188,167,53.0,1.5,5.7,4.1,142,137,50.9,0.5,9.3,89.7,99.0,44.0,56.0,7.8,2,5,28.6,11,0,4,3
4322,Eric Fehr,RW,WSH,2007-08,23,271,171,61.3,7.3,24.8,20.1,218,131,62.5,6.7,8.1,94.2,102.3,65.6,34.4,10.5,0,2,0.0,11,8,6,6
4323,Joe Sakic*,C,COL,2007-08,44,823,609,57.5,12.3,14.6,19.4,629,479,56.8,8.9,12.1,88.9,101.0,67.6,32.4,20.0,296,290,50.5,11,21,24,33
4324,Jason Akeson,RW,PHI,2014-15,13,75,115,39.5,-10.0,-22.9,-21.7,56,83,40.3,-9.5,2.4,96.9,99.4,50.0,50.0,8.1,1,1,50.0,11,4,1,3
4325,Cody Almond,C,MIN,2010-11,8,28,61,31.5,-11.2,-35.2,-29.5,24,39,38.1,-5.5,8.3,92.6,100.9,28.6,71.4,7.0,13,19,40.6,11,3,1,1
4326,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4327,Nathan Gerbe,C,BUF,2008-09,10,138,82,62.7,12.0,24.7,23.8,103,66,60.9,12.9,7.6,97.7,105.3,67.6,32.4,13.6,1,0,100.0,11,0,4,6
4328,Aaron Downey,RW,DET,2008-09,4,14,17,45.2,-15.6,-8.6,-19.0,12,13,48.0,-12.3,20.0,81.8,101.8,84.6,15.4,5.2,0,0,,11,1,0,2
4329,Steven Zalewski,C,NJD,2011-12,7,45,47,48.9,-5.7,-1.6,-4.4,36,41,46.8,-9.7,0.0,93.8,93.8,59.5,40.5,10.6,22,22,50.0,11,1,1,1
4330,Tom Pyatt,C,TBL,2013-14,27,247,307,44.6,-8.0,-11.6,-15.0,189,211,47.3,-5.9,7.6,88.4,96.0,42.5,57.5,11.5,101,92,52.3,11,20,2,5
4331,Dennis Everberg,RW,COL,2015-16,15,81,168,32.5,-23.7,-38.9,-43.6,69,122,36.1,-21.9,3.7,90.4,94.1,25.3,74.7,8.9,0,0,,11,12,0,3
4332,Jean-Gabriel Pageau,C,OTT,2012-13,9,103,80,56.3,-5.9,13.3,-2.2,76,64,54.3,-7.9,8.2,93.3,101.5,40.0,60.0,11.5,40,42,48.8,11,3,1,2
4333,Patrick Brown,C,CAR,2015-16,7,75,78,49.0,-1.1,-2.0,-2.2,56,58,49.1,-0.4,15.8,94.1,109.9,33.3,66.7,12.6,0,0,,11,6,2,4
4334,Phil Kessel,RW,BOS,2007-08,82,1213,900,57.4,8.2,15.2,16.0,927,714,56.5,8.4,9.2,90.7,99.9,51.8,48.2,15.0,137,187,42.3,11,17,37,30
4335,Scott Gomez,C,MTL,2011-12,38,583,438,57.1,7.2,16.2,16.3,410,313,56.7,7.5,6.7,90.0,96.7,69.3,30.7,14.1,165,168,49.5,11,12,14,14
4336,Chris Tierney,C,SJS,2014-15,43,505,524,49.1,-2.8,-2.2,-6.3,369,389,48.7,-3.5,10.4,92.8,103.2,51.9,48.1,12.2,150,192,43.9,11,17,19,20
4337,Mikhail Grabovski,C,NYI,2014-15,51,799,575,58.2,6.4,18.5,14.3,570,401,58.7,5.4,7.1,92.6,99.7,49.9,50.1,14.3,38,45,45.8,11,19,26,31
4338,Josh Green,LW,ANA,2010-11,12,96,112,46.2,-4.1,-8.0,-8.3,77,92,45.6,-5.6,1.9,91.2,93.1,55.6,44.4,10.0,3,4,42.9,11,1,3,0
4339,Ryan Hartman,RW,CHI,2014-15,5,43,34,55.8,1.2,13.0,2.7,33,24,57.9,5.5,0.0,92.9,92.9,57.7,42.3,8.3,0,0,,11,2,0,0
4340,Adam Burish,RW,SJS,2014-15,20,131,281,31.8,-24.6,-40.4,-55.3,90,204,30.6,-23.8,4.8,91.0,95.9,23.6,76.4,11.1,57,50,53.3,11,19,4,2
4341,T.J. Galiardi,LW,COL,2008-09,11,160,125,56.1,12.6,11.7,20.0,120,89,57.4,11.3,7.5,84.7,92.2,61.0,39.0,16.3,56,77,42.1,11,9,6,8
4342,Derick Brassard,C,CBJ,2007-08,17,151,91,62.4,10.9,23.4,22.0,103,77,57.2,6.4,6.2,89.1,95.2,77.9,22.1,9.1,34,46,42.5,11,0,4,3
4343,Andy Miele,C,PHX,2011-12,7,60,72,45.5,-6.3,-11.5,-13.8,42,59,41.6,-10.6,0.0,92.3,92.3,75.9,24.1,8.9,7,21,25.0,11,0,0,2
4344,Paul Carey,C,COL,2013-14,12,62,66,48.4,-3.3,-3.1,-4.5,42,48,46.7,-5.5,11.1,97.1,108.2,80.9,19.1,6.4,0,0,,11,2,1,1
4345,Brian McGrattan,RW,CGY,2014-15,8,46,61,43.0,-1.1,-17.0,-3.4,35,41,46.1,2.1,0.0,92.6,92.6,52.8,47.2,6.6,0,0,,11,1,3,0
4346,Brad Richards,C,DAL,2008-09,56,1106,910,54.9,5.9,10.3,11.3,887,704,55.8,6.0,11.6,88.0,99.6,55.7,44.3,20.5,461,450,50.6,11,22,46,63
4347,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4348,Jeremy Williams,RW,TOR,2007-08,18,117,112,51.1,-6.6,2.3,-5.6,80,82,49.4,-7.1,3.4,91.7,95.1,50.0,50.0,7.3,0,4,0.0,11,6,3,7
4349,Jay Beagle,C,WSH,2009-10,7,62,71,46.6,-13.5,-8.3,-14.9,45,52,46.4,-10.8,6.7,91.4,98.1,50.0,50.0,9.3,17,14,54.8,11,5,1,1
4350,Alexandre Giroux,C,CBJ,2011-12,9,117,86,57.6,2.0,16.9,12.2,94,66,58.8,-0.1,6.8,87.5,94.3,56.5,43.5,12.2,1,0,100.0,11,0,7,1
4351,Ales Hemsky,RW,EDM,2012-13,38,537,529,50.4,6.1,0.8,6.7,403,414,49.3,3.4,10.7,92.8,103.5,59.3,40.7,15.7,12,12,50.0,11,9,16,17
4352,Joe Colborne,C,TOR,2012-13,5,35,46,43.2,0.1,-14.5,-7.6,31,36,46.3,5.9,4.5,92.0,96.5,45.5,54.5,9.1,15,14,51.7,11,0,2,1
4353,Teddy Purcell,RW,TBL,2012-13,48,810,655,55.3,12.0,11.6,18.5,617,498,55.3,11.6,12.4,89.4,101.8,66.7,33.3,16.7,2,4,33.3,11,7,20,25
